user id,movie name,movie id,user rate,movie desc
2373030,Spenser Confidential,8629748,8,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate, Hawk, to take down criminals."
2488512,The Outfit,71960,7,"Earl Macklin robs a bank owned by the mob, serves his prison time and is released, only to start a private war against the crime outfit that owned the bank."
2488512,The Invisible Man,1051906,5,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see."
2488512, The Walking Dead:,1520211,7,Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.
2488512,The Addams Family,1620981,6,The eccentrically macabre family moves to a bland suburb where Wednesday Addams' friendship with the daughter of a hostile and conformist local reality show host exacerbates conflict between the families.
2488512,Bloodshot,1634106,5,"Ray Garrison, a slain soldier, is re-animated with superpowers."
2488512, Vikings:,2306299,7,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore - and raid - the distant shores across the ocean."
2488512, The Witcher:,5180504,5,"Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts."
2488512,Doctor Sleep,5606664,7,"Years following the events of ""The Shining,"" a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal."
2488512,Code 8,6259380,5,A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.
2488512,Terminator: Dark Fate,6450804,6,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race."
2488512,Gisaengchung,6751668,7,"A poor family, the Kims, con their way into becoming the servants of a rich family, the Parks. But their easy life gets complicated when their deception is threatened with exposure."
2488512,Once Upon a Time... in Hollywood,7131622,5,A faded television actor and his stunt double strive to achieve fame and success in the film industry during the final years of Hollywood's Golden Age in 1969 Los Angeles.
2488512,A Rainy Day in New York,7139936,6,A young couple arrives in New York for a weekend where they are met with bad weather and a series of adventures.
2488512,Chernobyl,7366338,9,"In April 1986, an explosion at the Chernobyl nuclear power plant in the Union of Soviet Socialist Republics becomes one of the world's worst man-made catastrophes."
2488512,Primal,7394816,3,Frank's caught wildlife in the Brazilian jungle incl. a 400 lbs. white jaguar. He ships it on the same ship as an arrested assassin. The assassin breaks free and frees the animals.
2488512,The Lighthouse,7984734,7,Two lighthouse keepers try to maintain their sanity whilst living on a remote and mysterious New England island in the 1890s.
2488512,1917,8579674,7,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."
2488512,Spenser Confidential,8629748,7,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate, Hawk, to take down criminals."
2488512,Freaks,8781414,6,"A bold girl discovers a bizarre, threatening, and mysterious new world beyond her front door after she escapes her father's protective and paranoid control."
2488512,Knives Out,8946378,7,"A detective investigates the death of a patriarch of an eccentric, combative family."
2488512, Dracula:,9139220,3,"In 1897 Transylvania, the blood-drinking Count draws his plans against Victorian London."
2488512,Countdown,10039344,6,"When a nurse downloads an app that claims to predict the moment a person will die, it tells her she only has three days to live. With the clock ticking and a figure haunting her, she must find a way to save her life before time runs out."
2614660,Angel on My Shoulder,38300,6,The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.
2614660,A Beautiful Day in the Neighborhood,3224458,9,Based on the true story of a real-life friendship between <a href='/name/nm0736872/?ref_='>Fred Rogers</a> and journalist Lloyd Vogel.
2614660,Honey Boy,8151874,4,A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.
2614660,Knives Out,8946378,4,"A detective investigates the death of a patriarch of an eccentric, combative family."
2696560,The Girl Next Door,265208,10,A teenager's dreams come true when a former porn star moves in next door and they fall in love.
2696560,The Passion of the Christ,335345,10,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem."
3092424,The Passion of the Christ,335345,10,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem."
3146136,Starcrash,79946,3,An outlaw smuggler and her alien companion are recruited by the Emperor of the Galaxy to rescue his son and destroy a secret weapon by the evil Count Zarth Arn.
3146136,Fukkatsu no hi,80768,8,"After a virus devastates the global human population, survivors in Antarctica desperately try to find a cure and save the human race."
3146136,The Adventures of Buckaroo Banzai Across the 8th Dimension,86856,5,"Adventurer, brain surgeon, rock musician Buckaroo Banzai and his crime-fighting team, the Hong Kong Cavaliers, must stop evil alien invaders from the eighth dimension who are planning to conquer Earth."
3146136,Free Enterprise,141105,8,"Two less than successful film producers, approaching mid-life crisis and clinging to their nerdy sci-fi obsessions, suddenly meet their idol: <a href='/name/nm0000638/?ref_='>William Shatner</a>."
3146136,Gemini Man,1025100,7,An over-the-hill hitman faces off against a younger clone of himself.
3146136,Zombieland: Double Tap,1560220,6,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family."
3146136,Contagion,1598778,9,"Healthcare professionals, government officials and everyday people find themselves in the midst of a pandemic as the CDC works to find a cure."
3146136,Gamgi,2351310,7,"Chaos ensues when a lethal, airborne virus infects the population of a South Korean city less than 20 kilometers from Seoul."
3146136,Star Wars: Episode IX - The Rise of Skywalker,2527338,5,"The surviving members of the resistance face the First Order once again, and the legendary conflict between the Jedi and the Sith reaches its peak bringing the Skywalker saga to its end."
3146136,Sonic the Hedgehog,3794354,8,"After discovering a small, blue, fast hedgehog, a small-town police officer must help it defeat an evil genius who wants to do experiments on it."
3146136,Charlie's Angels,5033998,4,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all."
3146136,Color Out of Space,5073642,8,A secluded farm is struck by a strange meteorite which has apocalyptic consequences for the family living there and possibly the world.
3146136,Bombshell,6394270,8,A group of women take on Fox News head <a href='/name/nm0014614/?ref_='>Roger Ailes</a> and the toxic atmosphere he presided over at the network.
3146136,Terminator: Dark Fate,6450804,8,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race."
3146136,Gisaengchung,6751668,8,"A poor family, the Kims, con their way into becoming the servants of a rich family, the Parks. But their easy life gets complicated when their deception is threatened with exposure."
3146136,Abigail,7025388,5,"Abigail lives in a city whose borders were closed because of an epidemic and Abby's father was one of the sick. Going against the authorities to find her father, Abby learns that her city is actually full of magic."
3146136,It Chapter Two,7349950,8,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back."
3146136,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,7713068,7,"After splitting with the Joker, Harley Quinn joins superheroes Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord."
3146136,The Report,8236336,8,"Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets."
3146136,Spenser Confidential,8629748,7,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate, Hawk, to take down criminals."
3146136,Virus,8941440,8,"A real life account of the deadly Nipah virus outbreak in Kerala, and the courageous fight put on by several individuals which helped to contain the epidemic."
3146136,Dark Light,9135260,6,A woman returns to her family home and discovers it to be inhabited by monsters.
3146136,Snatchers,10009030,7,"After status-obsessed teen Sara has sex for the first time, she wakes up the next day nine months pregnant-with an alien."
3146136,Superman: Red Son,10985510,7,"What if baby Kal-El's rocket landed, not in Kansas, but in the Soviet Union? That is the premise of this Elseworld's tale from DC Comics."
3146136,The Final Level: Escaping Rancala,11334312,3,"When an arcade manager realizes her brother has been transported into a dangerous video game, she and her two best friends follow him into the virtual world, battling dangerous creatures and a warlord who will stop at nothing to keep them in the game and make them part of his army."
3527997,The Man Who Would Be King,73341,3,"Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great."
3527997,Chocolat,94868,1,"A young French woman returns to the vast silence of West Africa to contemplate her childhood days in a colonial outpost in Cameroon. Her strongest memories are of the family's houseboy, Protee - a man of great nobility, intelligence and beauty - and the intricate nature of relationships in a racist society."
3527997,Killshot,443559,7,"Beautiful Carmen Colson and her ironworker husband Wayne are placed in the Federal Witness Protection program after witnessing an ""incident"". Thinking they are at last safe, they are targeted by an experienced hit man and a psychopathic young upstart killer. The ensuing struggle will test Carmen to the limit."
3527997,SM-rechter,1289432,8,"During 1962's Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match -- and a deadly game of espionage."
3527997,Bad Boys for Life,1502397,4,Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.
3527997,Contagion,1598778,7,"Healthcare professionals, government officials and everyday people find themselves in the midst of a pandemic as the CDC works to find a cure."
3527997,Black Panther,1825683,9,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past."
3527997,Person of Interest,1839578,5,"An ex-CIA agent and a wealthy programmer save lives via a surveillance AI that sends them the identities of civilians involved in impending crimes. However, the details of the crimes--including the civilians' roles--are left a mystery."
3527997,Joker,7286456,8,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker."
4465293,GoldenEye,113189,6,"Years after a friend and fellow 00 agent is killed on a joint mission, a secret space based weapons program known as ""GoldenEye"" is stolen. James Bond sets out to stop a Russian crime syndicate from using the weapon."
4465293,Tomorrow Never Dies,120347,7,James Bond sets out to stop a media mogul's plan to induce war between China and the U.K in order to obtain exclusive global media coverage.
4465293,The World Is Not Enough,143145,8,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain."
4465293,Die Another Day,246460,6,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon."
4465293,Fighting with My Family,6513120,8,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.
5876717,Black Moon Rising,90735,7,"A thief, Quint, is hired by the Justice Department to steal incriminating tapes from a corrupt corporation. The tapes vanish when Quint hides them in the back of a hydrodynamic powered racing car that is stolen by a hot car ring."
5876717,Motherless Brooklyn,385887,9,"In 1950s New York, a lonely private detective afflicted with Tourette's Syndrome ventures to solve the murder of his mentor and only friend."
5876717,Biyeolhan geori,821442,9,A small time thug collecting debts for the local triad is torn between his criminal aspirations and his devotion to family.
5876717,Ajeossi,1527788,9,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.
5876717,Mai wei,1606384,10,"In World War II-era Korea, rival runners, one Korean (Jang Dong-gun) and one Japanese (Joe Odagiri), go to war together against the Soviets."
5876717,Ford v Ferrari,1950186,10,American car designer <a href='/name/nm0790961/?ref_='>Carroll Shelby</a> and driver <a href='/name/nm10752160/?ref_='>Ken Miles</a> battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
5876717,Locke & Key,3007572,7,"After their father is murdered under mysterious circumstances, the three Locke siblings and their mother move into their ancestral home, Keyhouse, which they discover is full of magical keys that may be connected to their father's death."
5876717,Siberia,4687856,9,An exploration into the language of dreams.
5876717,Headshot,5147214,7,"Uwais plays a young man who washes ashore, an amnesiac with a serious head injury whose past comes back to haunt him shortly after being nursed back to health by a young doctor. Violence ensues. Sweet, sweet violence."
5876717,Life of the Party,5619332,7,"After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree."
5876717,Uncut Gems,5727208,9,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive."
5876717,The Laundromat,5865326,7,"A widow investigates an insurance fraud, chasing leads to a pair of Panama City law partners exploiting the world's financial system."
5876717,Missing Link,6348138,7,"Mr. Link recruits explorer Sir Lionel Frost to help find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, this trio of explorers travel the world to help their new friend."
5876717,7500,6436726,7,A pilot's aircraft is hijacked by terrorists.
5876717,The Coldest Game,6445414,6,"During 1962's Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match -- and a deadly game of espionage."
5876717,Chang-gwol,6927152,7,"Lee Chung is a Prince of Joseon, but he has been taken hostage to the Qing Dynasty."
5876717,Onward,7146812,9,Two elven brothers embark on a quest to bring their father back for one day.
5876717,Earthquake Bird,8178486,7,"An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead."
5876717,El hoyo,8228288,9,A vertical prison with one cell per level. Two people per cell. One only food platform and two minutes per day to feed from up to down. An endless nightmare trapped in The Hole.
5876717,Diecisiete,8988748,8,"To find a shelter dog he befriended, a 17-year-old boy escapes a juvenile detention center and is joined on his quest by his older brother."
5876717,High Ground,9286908,9,"1919. After fighting in WWI as a sniper Travis, now a Policeman in the vast empty spaces of northern Australia, loses control of an operation that results in the massacre of an Indigenous tribe. After his superiors insist on burying the truth Travis leaves in disgust, only to be forced back twelve years later to hunt down Baywara, an Aboriginal warrior whose attacks on new-settlers are causing havoc. When Travis recruits mission-raised Gutjuk, the only known massacre-survivor as his Tracker, the truth of the past is revealed and Travis becomes the hunted."
5876717,La grande classe,10715194,6,"Eager to flaunt their success in front of old bullies and teenage crushes, two best friends spend a wild night at their middle school reunion."
5876717,Modo Avi√£o,10731748,5,"Follows the young Ana, who studied fashion design dreaming of becoming a great stylist but dropped everything to become a digital influencer for a famous brand."
5876717,Si c'√©tait de l'amour,11018424,7,"They are fifteen young dancers of various origins and horizons. They are touring Crowd, Gis®®le Vienne's dance piece on the 90's rave scene. Following them from theatre to theatre, If It Were Love documents their work as well as their strange, intimate relationships. For the line becomes blurry. The stage seems to contaminate real life - unless the opposite is happening. From a dance documentary, the film thus grows into a troubling journey into our nights, our parties, our loves."
5876717,Killer Inside: The Mind of Aaron Hernandez,11475228,8,A three-part documentary series examining what led to the murderous fall and shocking death of former NFL superstar Aaron Hernandez.
6136051,The Petrified Forest,28096,9,"A waitress, a hobo and a bank robber get mixed up at a lonely diner in the desert."
6136051,Mouchette,61996,8,A young girl living in the French countryside suffers constant indignities at the hand of alcoholism and her fellow man.
6136051,Cactus Flower,64117,8,"A dentist pretends to be married to avoid commitment, but when he falls for his girlfriend and proposes, he must recruit his lovelorn nurse to pose as his wife."
6136051,U raljama zivota,88312,8,"This movie, based in part on the popular novel, tells two tales about modern women. One is Stefica Cvek, average and lonely girl who is desperately trying to find the man of her dreams. The other story is about a woman director who is making the movie abozt Stefica and has the same problem."
6136051,Life of Pi,454876,9,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
6136051,Mei to Koneko basu,803038,9,"This is the story of Mei and her friend the kittenbus (the child of the catbus from My Neighbor Totoro). The film chronicles their adventure during which they fly into the forest with many other catbus-like vehicles, including buses and trains. There they meet Totoro and many similar spirits, all heading for a gigantic catliner. This liner cruises off into the sky and the kittenbus takes Mei home."
6136051,The Bucket List,825232,8,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.
6136051,Auf der anderen Seite,880502,9,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.
6136051,Besa,1272006,8,"At the very beginning of the World War I, Filip, a Serb and the principal of a gymnasium in a small Serbian town, is summoned urgently to Belgrade to serve in the war effort. He has no one to leave his wife Lea with. She is a young and pretty Slovenian woman, a teacher of rhythmics and dance he met while studying in Western Europe. Azem, an illiterate, patriarchal Albanian, the school custodian, gives Filip his solemn oath, his 'Besa' (in the Albanian tradition: when someone gives their word which must be kept even if they lose their life in the process) that he would look after Lea and see to it that nothing happened to her. Two Europeans, from two entirely different cultures and habits are forced to an awkward cohabitation in the empty school. While the war rages in the background and gets menacingly closer, their interaction develops from hatred, through intolerance, to tolerance and an unusual friendship. Circumstances gradually draw Lea and Azem, a Christian woman and a Muslim man, into a complex forbidden relationship - something like love! More than merely a romantic story, this movie is a paradigm of profound ethnic and class divisions in Europe in the early 20th century which some of them prevail to this day."
6136051,Cirkus Columbia,1417067,8,A story set in the former Yugoslavia and centered on a guy who returns to Herzegovina from Germany with plenty of cash and hopes for a good new life.
6136051,The Guard,1540133,9,An unorthodox Irish policeman with a confrontational personality is partnered with an up-tight F.B.I. agent to investigate an international drug-smuggling ring.
6136051,Contagion,1598778,7,"Healthcare professionals, government officials and everyday people find themselves in the midst of a pandemic as the CDC works to find a cure."
6136051,Still Life,2395417,9,A council case worker looks for the relatives of those found dead and alone.
6136051,Red Army,3264102,9,The story of the Soviet Union's famed Red Army hockey team through the eyes of its players.
6136051,Sesame Street: Alphabet Songs,3685838,9,"Sing your ABCs with Elmo and all your favorite Sesame Street Muppets! Full of furry friends, animation, and children, this feature includes songs for every letter of the alphabet!"
6136051,Dalida,5039860,8,"Based on the true story of acclaimed music icon ""Dalida"" born in Cairo, who gained celebrity in the 50s, singing in French, Spanish, Arabic, Hebrew, German, Italian, playing in awarded Youssef Chahine's picture ""Le Sixi®®me Jour"", and who later committed suicide in 1987 in Paris, after selling more than 130 million records worldwide"
6136051,Posoki,6467968,8,Multiple stories of taxi drivers while they work one night.
6136051,McQueen,6510332,9,"The life and career of fashion designer Lee Alexander McQueen: from his start as a tailor, to launching and overseeing his eponymous line and his untimely death."
6136051,I Feel Pretty,6791096,6,"A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never changed?"
6136051,Pope Francis: A Man of His Word,6915100,8,<a href='/name/nm5571029/?ref_='>Pope Francis</a> travels the world speaking to those in need and delivering a message of hope.
6136051,L'insulte,7048622,9,"After an emotional exchange between a Lebanese Christian and a Palestinian refugee escalates, the men end up in a court case that gets national attention."
6136051,Joker,7286456,9,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker."
6136051,The Call of the Wild,7504726,8,A sled dog struggles for survival in the wilds of the Yukon.
6136051,Koja je ovo drzava!,8246980,8,"A story about suicidal general, a minister who voluntarily locks himself inside a prison cell, and 4 pensioners, who steal the coffin with the remains of the late Croatian president."
6136051,Anthropocene: The Human Epoch,8399690,8,Filmmakers travel to six continents and 20 countries to document the impact humans have made on the planet.
6387867,The Sopranos,141842,10,"New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling."
6387867,Smallville,279600,10,"A young Clark Kent struggles to find his place in the world as he learns to harness his alien powers for good and deals with the typical troubles of teenage life in Smallville, Kansas."
6387867,Monk,312172,9,"Adrian Monk is a brilliant San Francisco detective, whose obsessive compulsive disorder just happens to get in the way."
6387867,Deadwood,348914,9,"A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime."
6387867,Chappelle's Show,353049,10,Comedian Dave Chappelle hosts this sketch-comedy show that parodies many of the nuances of race and culture.
6387867,Arrested Development,367279,9,"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable."
6387867,Reno 911!,370194,9,"An irreverent look at what goes on behind-the-scenes in Reno, Nevada's Sheriff's Department."
6387867,Entourage,387199,10,Film star Vince Chase navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.
6387867,Game of Thrones,944947,10,"Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia."
6387867,The Umbrella Academy,1312171,9,"A family of former child heroes, now grown apart, must reunite to continue to protect the world."
6387867,Luther,1474684,9,DCI John Luther is a near-genius murder detective whose brilliant mind can't always save him from the dangerous violence of his passions.
6387867,Shameless,1586680,9,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies."
6387867,Black Mirror,2085059,9,"An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide."
6387867,Arrow,2193021,9,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow."
6387867,Ray Donovan,2249007,9,"Ray Donovan, a professional ""fixer"" for the rich and famous in Los Angeles, can make anyone's problems disappear except those created by his own family."
6387867,Agents of S.H.I.E.L.D.,2364582,9,"The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division."
6387867,Black Sails,2375692,9,"Follows Captain Flint and his pirates twenty years prior to Robert Louis Stevenson's classic novel ""Treasure Island."""
6387867,Peaky Blinders,2442560,10,"A gangster family epic set in 1919 Birmingham, England; centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
6387867,Outlander,3006802,9,An English combat nurse from 1945 is mysteriously swept back in time to 1743.
6387867,The Flash,3107288,9,"After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, fighting crime in Central City."
6387867,Daredevil,3322312,10,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil."
6387867,Taboo,3647998,9,"Adventurer James Keziah Delaney returns to London during the War of 1812 to rebuild his late father's shipping empire. However, both the government and his biggest competitor want his inheritance at any cost - even murder."
6387867,Billions,4270492,9,"U.S. Attorney Chuck Rhoades goes after hedge fund king Bobby ""Axe"" Axelrod in a battle between two powerful New York figures."
